,year,urban,choose,get,feel,individual,self,unique,child,mean
110,1910,4.43738901724698e-06,1.7973173141529385e-05,0.00025261607619800737,7.521745179214381e-05,0.0001189356979531502,7.873873671217422e-05,1.2978113253276596e-05,0.00014554506508700018,8.83052128943161e-05
111,1911,4.668068835858971e-06,1.77658748725662e-05,0.0002574763077843402,7.552862786854218e-05,0.0001216989299531893,7.813852425897494e-05,1.3016550188435108e-05,0.000146143656041074,8.930456747537261e-05
112,1912,4.892818001930469e-06,1.7544103164774632e-05,0.0002584265312179923,7.524883715502386e-05,0.0001244792209555661,7.745628681732342e-05,1.3046172690727481e-05,0.00014721206181483076,8.978825397727113e-05
113,1913,5.092390763041164e-06,1.716637468364622e-05,0.00026479809977380294,7.552296301582828e-05,0.0001276658897820328,7.714068280100557e-05,1.3147928647023427e-05,0.00014624570030719042,9.084750372169636e-05
114,1914,5.145967731680555e-06,1.6955437916164685e-05,0.00026902852031136196,7.630972062803007e-05,0.000130418041538048,7.719164568698034e-05,1.3041977841307276e-05,0.0001447720777442945,9.160792367473341e-05
115,1915,5.269730536383577e-06,1.6921488817648162e-05,0.0002747866133826652,7.791089384617018e-05,0.00013236214622988233,7.866725770457248e-05,1.3053709283537631e-05,0.000144210658618249,9.289781230238858e-05
116,1916,5.415951948504828e-06,1.6848026591885302e-05,0.0002806659363808909,7.925458963394963e-05,0.0001353638882782044,8.013438907385404e-05,1.3085105950137535e-05,0.00014018377987667918,9.386895846676324e-05
117,1917,5.2582027560025125e-06,1.6825557395350188e-05,0.00028548980896760313,8.046209612595183e-05,0.0001377418791110228,8.13460470193864e-05,1.3211159966886044e-05,0.00013817119179293513,9.481324289189226e-05
118,1918,5.392498613738488e-06,1.6824988051666878e-05,0.00028851342670220347,8.11916179372929e-05,0.00014016119530424476,8.147770443299253e-05,1.3276996209502353e-05,0.00013536748260126581,9.52757387316134e-05
119,1919,5.676883444851098e-06,1.688995585677081e-05,0.00029276360042526254,8.232525267106081e-05,0.00014280516604360725,8.193533929962931e-05,1.345149680024146e-05,0.00013437878806144,9.627831032535791e-05
120,1920,6.0332428282500975e-06,1.7125282153886345e-05,0.0002883266216875719,8.239992374521015e-05,0.00014462588712506528,8.227500802604482e-05,1.3650546861754265e-05,0.00013611413097740815,9.631883042564888e-05
121,1921,6.4733558896737776e-06,1.72785920377854e-05,0.0002924252476077527,8.301635430793144e-05,0.00014735866196653142,8.27980028199298e-05,1.39366155573433e-05,0.0001405243986352746,9.797640360277778e-05
122,1922,6.883343108451559e-06,1.7469712474849075e-05,0.00028748584944488745,8.272268210670777e-05,0.00014871020227604146,8.193193207262084e-05,1.428038805378102e-05,0.0001444673232202019,9.799392909469264e-05
123,1923,7.486872813647746e-06,1.775200923605423e-05,0.0002825232472137681,8.254242753277399e-05,0.0001517184968439064,8.164629564687078e-05,1.4670030785574844e-05,0.00014919533194707974,9.844183900245948e-05
124,1924,8.274437797289075e-06,1.7994360730101888e-05,0.00027347460854798555,8.167433199040326e-05,0.00015433185243247344,8.134193402448935e-05,1.492468891228782e-05,0.00015294475555752536,9.812012124906948e-05
125,1925,9.002458097841424e-06,1.823468638966525e-05,0.0002695943736138621,8.140925534202584e-05,0.0001561624022932457,8.140833649252142e-05,1.522406195623002e-05,0.00015497295784630945,9.825106650396265e-05
126,1926,9.815120522814271e-06,1.8475178876542486e-05,0.00026662065647542477,8.157207672151603e-05,0.0001583980504489903,8.161774063150265e-05,1.552133718567867e-05,0.000157280226371118,9.86625484041984e-05
127,1927,1.0605630320372126e-05,1.8477420391198912e-05,0.00026625877944752574,8.184671085993094e-05,0.0001619082863076723,8.170067303581163e-05,1.586317284818506e-05,0.00015864596934989095,9.941333032007345e-05
128,1928,1.1352454099064094e-05,1.846470825382442e-05,0.00025612640352587083,8.061757190651926e-05,0.00016404365929442326,8.082888650408546e-05,1.610112914412249e-05,0.00015761187699224268,9.814333621501907e-05
129,1929,1.2250031691759691e-05,1.8505049281105e-05,0.00025427468478613136,8.100894774543121e-05,0.00016832830442581326,8.177371429545539e-05,1.630307269806508e-05,0.00015841062122490257,9.885680326858295e-05
130,1930,1.342742416454712e-05,1.8365402086471606e-05,0.0002477179098475192,8.011804311536252e-05,0.00017155088218195097,8.185763311173235e-05,1.6496844961823497e-05,0.0001561556107065241,9.821121877199142e-05
131,1931,1.402910895974076e-05,1.8406544248656636e-05,0.0002497390918766281,8.11929120183257e-05,0.00017519065918999592,8.242555278619485e-05,1.653679672537172e-05,0.00015433761914859394,9.898228561918847e-05
132,1932,1.475827957619913e-05,1.8542119765438008e-05,0.0002503078347737236,8.211727773803952e-05,0.00017864921911885695,8.325365031071539e-05,1.6650542290465508e-05,0.00015443411289847324,9.98391295589889e-05
133,1933,1.582426401520414e-05,1.8580031922153595e-05,0.00025018870032259395,8.225997901588147e-05,0.00018294937243419035,8.372633497596585e-05,1.666784607680581e-05,0.00015239869285973588,0.00010032440270281638
134,1934,1.655393420410941e-05,1.870741964791835e-05,0.00024951012788473496,8.268549884503175e-05,0.0001857635860298095,8.432062272082217e-05,1.669801973288746e-05,0.00015185140572222217,0.00010076132684844198
135,1935,1.7492984495350227e-05,1.8871425969077143e-05,0.00025195404928776303,8.359176510046902e-05,0.0001893937899564792,8.607939318088549e-05,1.6884494471014477e-05,0.0001499323490341859,0.00010177503143690307
136,1936,1.7922812860758442e-05,1.888494885601436e-05,0.00025575669340988886,8.412278527560244e-05,0.00019219074290179248,8.602918699450259e-05,1.689354576228652e-05,0.000146532994611854,0.00010229171383408746
137,1937,1.7993018575777698e-05,1.901697890259259e-05,0.0002608107918474291,8.519952202082745e-05,0.00019437597282896086,8.613863506720268e-05,1.6911826865647788e-05,0.00014527089868871762,0.00010321470559964446
138,1938,1.8632828089591514e-05,1.891754774468219e-05,0.00026266445222842904,8.45830311716002e-05,0.00019670827688449726,8.556189381384424e-05,1.70274922441292e-05,0.0001434395754975932,0.00010344188720929587
139,1939,1.9042335874733647e-05,1.8745741077249738e-05,0.00026723649768557934,8.463712791646165e-05,0.00019931252297413136,8.53745119197161e-05,1.7105443735740016e-05,0.00014043909322936088,0.00010398665930162159
140,1940,1.885654585618925e-05,1.8562444633321968e-05,0.0002752545863456492,8.516952220816165e-05,0.00019939530674102052,8.493916435067408e-05,1.7130219670694453e-05,0.00013795913920538233,0.00010465836612638668
141,1941,1.924039835492814e-05,1.8488662525279714e-05,0.00028384434491662044,8.596391853643581e-05,0.00020077536048899804,8.49059475253203e-05,1.7316803288330057e-05,0.0001331634391265522,0.00010546235934530808
142,1942,1.925130033799048e-05,1.8414764781482518e-05,0.0002946089953184128,8.789315844686436e-05,0.000201118690061516,8.418324328626372e-05,1.7440173646069263e-05,0.00013048685338747288,0.00010667464740825899
143,1943,1.935562067956198e-05,1.8512901598504478e-05,0.00030138927312301736,8.908157490493198e-05,0.00020053300249855965,8.489736293475809e-05,1.7877291091800934e-05,0.00013057166610711386,0.00010777733661728104
144,1944,2.0040691846848597e-05,1.8763888095106396e-05,0.0003077347979082593,9.075601805566944e-05,0.00020174780053951378,8.649299395204122e-05,1.835345678305852e-05,0.00013092900293746164,0.00010935233126474486
145,1945,2.093244360626808e-05,1.90362791597311e-05,0.00031290861079469323,9.315691880016987e-05,0.00020355337099837407,8.803032376038442e-05,1.8917628299927207e-05,0.00013228914342887168,0.00011110308985605246
146,1946,2.1537986218131016e-05,1.9214649780354064e-05,0.00030870642928805737,9.312582343617188e-05,0.00020615592075046152,8.908954415736454e-05,1.941768018046527e-05,0.000133927894889244,0.00011139699108753122
147,1947,2.1877475644162458e-05,1.964937759372073e-05,0.0003035616578667292,9.380335645151458e-05,0.0002094239690839978,9.170873714278318e-05,2.021780346694868e-05,0.0001356991269858554,0.000111992688029464
148,1948,2.1871938640418064e-05,1.983053984336688e-05,0.0003034857841807285,9.477082910182486e-05,0.00021145709823550924,9.378887833528487e-05,2.0730190434343448e-05,0.00013739731470455548,0.00011291657168450392
149,1949,2.265863050914569e-05,2.041528387053404e-05,0.0002992201812698373,9.486886119702831e-05,0.0002129714682398896,9.670233391391645e-05,2.1347086918207685e-05,0.00013939534879422614,0.00011344739933909814
150,1950,2.3514095248953837e-05,2.078955783092949e-05,0.00029566532716022005,9.571506234351546e-05,0.00021673584706149995,9.925023498778631e-05,2.2103237435138518e-05,0.00013995472233675952,0.0001142160105506004
151,1951,2.3937217650070253e-05,2.0950138995041406e-05,0.00029187771724537015,9.630317591862487e-05,0.00021874156872010126,0.00010046750789375178,2.290948214067612e-05,0.00014121683281181113,0.00011455045517193087
152,1952,2.4887131855523747e-05,2.115945192469683e-05,0.0002903244666023446,9.73971452497478e-05,0.0002189594046545348,0.00010223895099313398,2.370383299421519e-05,0.0001427603586177741,0.00011517884286149638
153,1953,2.6268727586804224e-05,2.15782477295891e-05,0.0002939173344722284,0.0001004250516416505,0.0002193369374643745,0.00010488312649873219,2.4841596833929153e-05,0.00014331785704208805,0.00011682110990867451
154,1954,2.8462149982390527e-05,2.1740489371170823e-05,0.00029492087196558714,0.00010201032481355859,0.0002197481829041083,0.00010548507166926615,2.5610413233932506e-05,0.00014451232605746815,0.00011781122874968526
155,1955,3.0690252190522316e-05,2.2135054678074084e-05,0.00028947204035440724,0.0001026379457990905,0.00022133394252575402,0.00010722555868726756,2.6788970769432906e-05,0.00014376806627426828,0.0001180064789098521
156,1956,3.256907075410709e-05,2.2178296993453322e-05,0.00028548432497440705,0.00010340496165943997,0.00022392613339304392,0.00010822579601413704,2.81637221632991e-05,0.00014447087596636266,0.00011855289773978128
157,1957,3.5294595883377565e-05,2.2445830576803667e-05,0.00027902967329802256,0.00010283029925111415,0.00022463351030767496,0.00010951179553688104,2.932097309634888e-05,0.0001445955048049135,0.00011845777284439203
158,1958,3.8560735577318284e-05,2.2886873921379447e-05,0.00027428759910565404,0.00010232352152732866,0.0002254732493643782,0.00011205535598232277,3.032105321056276e-05,0.00014133248935520117,0.00011840510975551817
159,1959,4.070365840951646e-05,2.3236862814103786e-05,0.00026671290522374747,0.00010061385026866836,0.00022599575043256794,0.00011426226306606882,3.1641898853454874e-05,0.0001385261379514954,0.00011771166587745289
160,1960,4.469210658239068e-05,2.359552750671615e-05,0.0002582895581976378,9.84753475807208e-05,0.00022603045259269753,0.00011594671377679333,3.2639936502424204e-05,0.0001373552388810952,0.00011712811020255946
161,1961,4.7552594748724785e-05,2.4017945179366507e-05,0.00025024472103853313,9.645825152152352e-05,0.00022775889166431234,0.00011868605257144996,3.397248604284998e-05,0.00013571227775953178,0.0001168004025657865
162,1962,5.117744305087919e-05,2.4359772526492763e-05,0.0002440302840633584,9.547732146789453e-05,0.00022766217547801456,0.00012014403806201049,3.483627161975684e-05,0.00013626242330896536,0.00011674371619717152
163,1963,5.5189700755623304e-05,2.4814729321016265e-05,0.0002404538099654019,9.480148998721103e-05,0.00022710554808976928,0.00012212965832856883,3.585711757685723e-05,0.00013529042605244155,0.00011695531000961117
164,1964,5.9019754969215554e-05,2.5139823264908046e-05,0.00023984618850850632,9.567534496974466e-05,0.0002269798195421962,0.0001242863093336512,3.666734846774489e-05,0.000135253241751343,0.00011785847885091372
165,1965,6.322000003170356e-05,2.547277628244566e-05,0.0002384317880828998,9.579895309538447e-05,0.00022660080035815814,0.00012634874604243253,3.75733148497862e-05,0.00013749899309394614,0.00011886817147959456
166,1966,6.726966135569714e-05,2.57829360634787e-05,0.00023941175355243364,9.709254767845518e-05,0.00022631312770369862,0.00012793596293444613,3.819665809195223e-05,0.00014020865949402963,0.0001202764133592739
167,1967,7.008640022831969e-05,2.607324131531641e-05,0.00024064027612829314,9.865317302423396e-05,0.0002273145177501387,0.0001296487233568249,3.880130628073987e-05,0.00014261958131100982,0.00012172965242435957
168,1968,7.34014216245019e-05,2.62753099897444e-05,0.0002405269437336496,9.97108467605098e-05,0.00022740670829080045,0.00013081863705467965,3.9251520710032696e-05,0.00014679576686051275,0.00012302339437805391
169,1969,7.613842171849683e-05,2.648167069959787e-05,0.0002412413346714207,0.00010014807360546132,0.00022962316247035882,0.0001325282043710883,4.0036849116274554e-05,0.00015142539216737662,0.0001247028886025094
170,1970,7.817297280001055e-05,2.64351671960737e-05,0.0002412145071762747,0.00010014453229294824,0.00023228805262728462,0.000134106315921859,4.0502989577362314e-05,0.00015368748115309115,0.00012581900234311306
171,1971,7.916159977737282e-05,2.6511071804894266e-05,0.00024134493807131157,9.967204823624343e-05,0.0002353315337261717,0.00013518955633376857,4.1386072552995756e-05,0.00015571602853015065,0.0001267891061291136
172,1972,7.909815966351224e-05,2.642457911861129e-05,0.00024093528918456286,9.974772131369849e-05,0.0002385728377183633,0.00013521732554571436,4.2214813999765154e-05,0.00015719338885641525,0.00012742551442508038
173,1973,7.822268837896575e-05,2.642595401474474e-05,0.00023813436356639222,9.862524166237563e-05,0.00024421620349000605,0.00013612122815434953,4.2980547732440755e-05,0.00015900489233899862,0.00012796638991728417
174,1974,7.705920766706445e-05,2.6515153357260196e-05,0.00023594198241231164,9.756312439484256e-05,0.00024784463624070795,0.00013665835597618883,4.398293874276403e-05,0.00015931706210332259,0.0001281103076118078
175,1975,7.67351157264784e-05,2.6769145863779287e-05,0.00023467659775633365,9.706051163707993e-05,0.0002506084503173562,0.00013757096894551069,4.499074306555225e-05,0.00016104194842877666,0.00012868168521760839
176,1976,7.51046318328008e-05,2.6969676192883136e-05,0.00023352089088543186,9.634797606850043e-05,0.00025134986624055145,0.00013790456952327595,4.5764921066750374e-05,0.00016011098133666174,0.00012838418914335695
177,1977,7.304386859427073e-05,2.7398014935897663e-05,0.0002329243829340807,9.590458129033712e-05,0.0002519698838503765,0.00013861150780160512,4.6774027785951535e-05,0.00016048133173691376,0.00012838844986617914
178,1978,7.06750901632144e-05,2.7778152538563256e-05,0.000230099621278766,9.471106438598196e-05,0.0002550602325105241,0.00013889526183317815,4.733956978140798e-05,0.00016055522428359836,0.00012813927709690427
179,1979,6.79237829379937e-05,2.8401420162741226e-05,0.00022888717441154377,9.374568513261952e-05,0.0002536847584581535,0.00013998226495459676,4.782994489817481e-05,0.00016204467517257269,0.00012781246326604948
180,1980,6.526488297302941e-05,2.903819066497298e-05,0.0002284827018489263,9.297631082258054e-05,0.00025053944929303337,0.00014096147580338375,4.850215139283266e-05,0.0001622070454426908,0.00012724652603018124
181,1981,6.1992924851698e-05,2.9749440727755427e-05,0.00023021401596322124,9.211907204839267e-05,0.00024797117969553383,0.0001418425443781806,4.9018842608867476e-05,0.00016247032077184746,0.0001269222926306871
182,1982,5.731686490305167e-05,3.0346410962270704e-05,0.00023111039107399329,9.115578307371055e-05,0.00024391366917240833,0.00014256284547237947,4.938711520350937e-05,0.00016147804438203041,0.00012590889053041922
183,1983,5.387418163341603e-05,3.122180195142781e-05,0.0002335227805555665,9.074334021923798e-05,0.0002415161725366488,0.0001446684535559533,5.002066245651804e-05,0.0001612977627831112,0.00012585814446148494
184,1984,5.0632795526845644e-05,3.193469014409597e-05,0.00023475075639518245,9.022422974729645e-05,0.0002387157770239615,0.00014627040738040314,5.0091494423603376e-05,0.0001637582151618387,0.0001257972957254034
185,1985,4.83937375455363e-05,3.283352478839723e-05,0.00023942413099575788,9.050828936908926e-05,0.00023242218178763454,0.00014767100219614804,5.036921564689172e-05,0.00016645227567226226,0.00012600929475021467
186,1986,4.6653269237140194e-05,3.35151915870873e-05,0.00024261452407310053,9.035364096884482e-05,0.00023006416449788958,0.00014849657808164402,5.045093920281423e-05,0.00016824323392938823,0.0001262989426972386
187,1987,4.6255995195159425e-05,3.434504417652663e-05,0.00024660705613704134,9.05551080774915e-05,0.0002272917772643268,0.00014956182193210616,5.064830163194399e-05,0.000170327554639828,0.00012694908238180297
188,1988,4.6168557933664746e-05,3.5145629226462916e-05,0.0002495899285090023,9.096941877422588e-05,0.00022532753895835152,0.00015152762145070092,5.070915514287273e-05,0.00017264720476565084,0.0001277606318451165
189,1989,4.709827512020378e-05,3.635462053352967e-05,0.0002548071663893227,9.187614445441536e-05,0.0002250028129700305,0.00015400452165132656,5.107036901920635e-05,0.0001741419899709789,0.0001292944875136267
190,1990,4.862080459133722e-05,3.750841642613523e-05,0.0002572476223576814,9.195334964065946e-05,0.00022348075747556453,0.000156554819633519,5.1312020722044895e-05,0.00017700102554434643,0.000130459852048911
191,1991,4.965429824161609e-05,3.914855135787677e-05,0.0002619711449369788,9.265578721949299e-05,0.00022290672807555114,0.00015808663322656815,5.157711608002761e-05,0.000177772857049214,0.0001317216395234157
192,1992,5.004961764955494e-05,4.065242267513115e-05,0.000264093088584819,9.283249112611105e-05,0.0002236884507250839,0.00016008667963823036,5.1601843941690663e-05,0.00017963789910676757,0.0001328303116809236
193,1993,5.0404547697066194e-05,4.2184719599650376e-05,0.00026935140236413905,9.436760384622695e-05,0.0002235897450840899,0.00016350077515068864,5.2053312953960684e-05,0.0001823363418225199,0.0001347235560647927
194,1994,5.03856863360852e-05,4.4273304021252056e-05,0.0002752550145877259,9.606175652671871e-05,0.00022584013017227074,0.00016633641540205905,5.2457986644835076e-05,0.0001867491311194109,0.0001371699281012947
195,1995,5.023114135838114e-05,4.6213497366157495e-05,0.0002801461170227932,9.754813384331231e-05,0.00022683137961264168,0.00016839445327475135,5.287966165009753e-05,0.00019163140677846968,0.00013923447386332555
196,1996,4.9675764915134225e-05,4.820299000130035e-05,0.00028627705510838756,9.960149743294875e-05,0.0002275340791259493,0.000170514642377384,5.302465589401046e-05,0.00019739854698335485,0.00014152865397980868
197,1997,4.833219489747924e-05,4.9542299426060966e-05,0.0003007952473126352,0.00010408283664479054,0.0002273458376294002,0.00017099386812852963,5.29378059062375e-05,0.00020073371290761446,0.00014434547535659346
198,1998,4.7396205315765527e-05,5.079199244002146e-05,0.00031398605538665185,0.0001081709550427539,0.00022662769021865512,0.0001723896192353485,5.29674616700504e-05,0.0002043750636013491,0.00014708813036382447
199,1999,4.673108144613382e-05,5.2214083033114935e-05,0.00033123199994276675,0.00011338905356491782,0.0002237778639287821,0.000173574683555801,5.331219030527531e-05,0.00020623971483603652,0.00015005883382660353
200,2000,4.632718784185792e-05,5.3626567803023916e-05,0.00034879378342468826,0.0001183239375157947,0.00022252176963125488,0.00017398564211492027,5.3357979985386396e-05,0.00020761058424665992,0.0001530684315704483
201,2001,4.582172966495689e-05,5.450183328191217e-05,0.00036536485172941217,0.00012344731762173718,0.00021905323748277233,0.00017527963999392732,5.313233434987653e-05,0.000207444467897793,0.00015550567650279845
202,2002,4.5647523490645525e-05,5.4947159826822046e-05,0.0003838614959801946,0.00012909852895453305,0.00021678830671589822,0.00017719940972580974,5.302223663810375e-05,0.0002068995963782072,0.00015843303221377676
203,2003,4.5419051665313805e-05,5.4668579001112706e-05,0.00039912482939793596,0.0001341337920166552,0.00021501778974197805,0.0001790501015161031,5.302429313555227e-05,0.00020459101610218307,0.00016062868157210426
204,2004,4.5166737046591674e-05,5.510873078102512e-05,0.00041027671042164523,0.00013829445690914457,0.00021416909294202924,0.00018119905559745218,5.307262576284951e-05,0.00020463406274627362,0.00016274018402587638
205,2005,4.518784096165161e-05,5.5319187855015374e-05,0.0004221682985579329,0.00014316739023862674,0.00021382866127948676,0.00018426737681563412,5.306453749653883e-05,0.00020518847616455917,0.00016527397117118068
206,2006,4.4561649701790884e-05,5.587099388191875e-05,0.0004407437934008028,0.0001510058043225269,0.00021225257660262287,0.00018769043422902802,5.2545138065137765e-05,0.00020730561144383891,0.0001689970002059584
207,2007,4.465150310092473e-05,5.761275367279138e-05,0.00045955198168355437,0.0001586281681998766,0.00021102124758596932,0.00019211748856053288,5.2799323644389263e-05,0.00021014046589178697,0.0001733153665424782
208,2008,4.4051264662162536e-05,5.883154777360947e-05,0.000485299903500293,0.00016802953073887954,0.00020824764422806247,0.00019597649640802826,5.2937019063392654e-05,0.00021048412392182008,0.000177982191287031
209,2009,4.304025839831281e-05,5.997260866154518e-05,0.0005019682409640934,0.00017432920036039183,0.00020431498082221618,0.00019853425536504283,5.347905036095264e-05,0.0002085342088581196,0.0001805216004738343
210,2010,4.251341930025124e-05,6.134605635972028e-05,0.0005201344569546304,0.00018182564859411547,0.0002004857295625178,0.00020181414479988495,5.377964875411375e-05,0.00020693240886820213,0.0001836039391491795
211,2011,4.2138396695788417e-05,6.265452351986564e-05,0.0005432009680329689,0.00019116914440279027,0.00019563472596928477,0.0002049123452577208,5.381193841458298e-05,0.0002072366021041359,0.0001875948305496422
212,2012,4.222284977523876e-05,6.356802103774888e-05,0.0005622820961954338,0.00019972056491366987,0.00019056397806187824,0.00020878692157566547,5.403135946835391e-05,0.00020573788788169622,0.00019086420986371065
213,2013,4.3685361431146574e-05,6.377159713468115e-05,0.0005696686317345925,0.0002039908930393202,0.0001883369924533846,0.00021332016539028182,5.502862664538303e-05,0.00020228104092114205,0.00019251041359374152
214,2014,4.363482678724852e-05,6.254130442227636e-05,0.0005766078746611518,0.00020883014284273877,0.00018369884180304195,0.0002151762746507302,5.5303256626107865e-05,0.00019718104366412654,0.00019287169568217775
215,2015,4.4486604955246935e-05,6.168881944696685e-05,0.0005702705488407186,0.00021009028465154449,0.000181949749406028,0.00021764663272603814,5.554992770027768e-05,0.00019346550314886763,0.00019189350885946105
216,2016,4.6033661679497785e-05,6.110677246137389e-05,0.0005741781372177814,0.0002155644095702363,0.00017978238715191504,0.00022095906440102096,5.5561593139178255e-05,0.0001930767424970067,0.00019328284601475128
217,2017,4.6734377368314504e-05,6.0916857667810596e-05,0.0005789475399069488,0.00021877600132332495,0.00017828180959137777,0.00022238350356929004,5.5540750812118254e-05,0.0001929206652372765,0.00019431268818455769
218,2018,4.758624127134681e-05,6.03133681579493e-05,0.0005737892235629261,0.00021910588548053057,0.00017832064477261156,0.000224981113569811,5.594017129624262e-05,0.00019021361076738686,0.0001937812823598506
219,2019,4.8191302084887866e-05,5.9926935136900283e-05,0.0005710585683118552,0.00021941498198430054,0.00017789813500712626,0.00022578431162401102,5.646843601425644e-05,0.00018823600112227723,0.00019337233391070185
