year,effort_care_vic,efficiency_care_vic,effort_care_vir,efficiency_care_vir,effort_loya_vic,efficiency_loya_vic,effort_loya_vir,efficiency_loya_vir,effort_auth_vic,efficiency_auth_vic,effort_auth_vir,efficiency_auth_vir,effort_sanc_vic,efficiency_sanc_vic,effort_sanc_vir,efficiency_sanc_vir,effort_fare_vic,efficiency_fare_vic,effort_fare_vir,efficiency_fare_vir,effort_care,effort_loya,effort_auth,effort_sanc,effort_fare,effort_virtue,effort_vice,effort_vir_vic_diff,efficiency_care,efficiency_loya,efficiency_auth,efficiency_sanc,efficiency_fare,efficiency_virtue,efficiency_vice,efficiency_vir_vic_diff
1906.0,0.8823037147521973,0.7783730030059814,0.9118291735649109,0.8029717803001404,0.8676087260246277,0.7418891787528992,0.884818971157074,0.7535305023193359,0.8643465042114258,0.7673422694206238,0.8694893717765808,0.7827532291412354,0.8546248078346252,0.7499817609786987,0.8920043706893921,0.7431507110595703,0.8757630586624146,0.7941975593566895,0.8730598092079163,0.8106698989868164,0.9118291735649109,0.884818971157074,0.8694893717765808,0.8920043706893921,0.8730598092079163,0.8862403392791748,0.8689293622970581,0.0173109769821167,0.8029717803001404,0.7535305023193359,0.7827532291412354,0.7431507110595703,0.8106698989868164,0.7786152243614197,0.7663567543029786,0.012258470058441162
1907.0,0.9301156401634216,0.8582797050476074,0.9439551830291748,0.880488395690918,0.8842261433601379,0.8123606443405151,0.9047996401786804,0.8320831060409546,0.89849454164505,0.8337551355361938,0.8892310857772827,0.853287398815155,0.9063031673431396,0.8179298639297485,0.9154534339904785,0.8255363702774048,0.9250163435935974,0.8693752288818359,0.9057161808013916,0.882571816444397,0.9439551830291748,0.9047996401786804,0.8892310857772827,0.9154534339904785,0.9057161808013916,0.9118311047554016,0.9088311672210694,0.002999937534332253,0.880488395690918,0.8320831060409546,0.853287398815155,0.8255363702774048,0.882571816444397,0.8547934174537659,0.8383401155471801,0.016453301906585782
1908.0,0.8896013498306274,0.7760970592498779,0.9079568386077881,0.816737949848175,0.8751803636550903,0.7415834665298462,0.8905988931655884,0.7653867602348328,0.8798391222953796,0.7621958255767822,0.8669607639312744,0.7984660863876343,0.873099684715271,0.7529276013374329,0.9027882814407349,0.7601648569107056,0.8900772333145142,0.8045544624328613,0.8718694448471069,0.830345630645752,0.9079568386077881,0.8905988931655884,0.8669607639312744,0.9027882814407349,0.8718694448471069,0.8880348443984986,0.8815595507621765,0.006475293636322044,0.816737949848175,0.7653867602348328,0.7984660863876343,0.7601648569107056,0.830345630645752,0.79422025680542,0.7674716830253601,0.026748573780059903
1909.0,0.9094874858856201,0.8331360220909119,0.926687479019165,0.8279498219490051,0.888716995716095,0.7739948034286499,0.9022371768951416,0.793980598449707,0.8621605634689331,0.7898143529891968,0.8711784482002258,0.8106310367584229,0.8817166090011597,0.7767149209976196,0.9182708263397217,0.784057080745697,0.892620325088501,0.8298501372337341,0.8519858717918396,0.8392175436019897,0.926687479019165,0.9022371768951416,0.8711784482002258,0.9182708263397217,0.8519858717918396,0.8940719604492188,0.8869403958320617,0.007131564617157027,0.8279498219490051,0.793980598449707,0.8106310367584229,0.784057080745697,0.8392175436019897,0.8111672163009643,0.8007020473480224,0.010465168952941917
1910.0,0.8952584862709045,0.7565235495567322,0.9216509461402893,0.7631248831748962,0.8776798248291016,0.7158697843551636,0.9093310832977295,0.7456434965133667,0.868070125579834,0.7497926354408264,0.8711348176002502,0.7649770379066467,0.8705984354019165,0.7262028455734253,0.913202702999115,0.7038767337799072,0.8647469282150269,0.7686285972595215,0.8510710000991821,0.8017464876174927,0.9216509461402893,0.9093310832977295,0.8711348176002502,0.913202702999115,0.8510710000991821,0.8932781100273133,0.8752707600593567,0.01800734996795661,0.7631248831748962,0.7456434965133667,0.7649770379066467,0.7038767337799072,0.8017464876174927,0.755873727798462,0.7434034824371338,0.012470245361328125
1911.0,0.8871883153915405,0.7884293794631958,0.9165983200073242,0.7998043894767761,0.8552559614181519,0.7446433901786804,0.8915636539459229,0.7736001014709473,0.8444492220878601,0.7771363854408264,0.8629435896873474,0.791428804397583,0.8636677861213684,0.7613887786865234,0.8954981565475464,0.7454789280891418,0.866353452205658,0.7918952107429504,0.8541663885116577,0.8234992623329163,0.9165983200073242,0.8915636539459229,0.8629435896873474,0.8954981565475464,0.8541663885116577,0.8841540217399597,0.8633829474449157,0.02077107429504399,0.7998043894767761,0.7736001014709473,0.791428804397583,0.7454789280891418,0.8234992623329163,0.7867622971534729,0.7726986289024353,0.014063668251037553
1912.0,0.9022938013076782,0.7878298759460449,0.9174892902374268,0.7996900081634521,0.8624285459518433,0.7319706678390503,0.8983680605888367,0.7670738697052002,0.8614590167999268,0.7513667941093445,0.8715627789497375,0.7846168279647827,0.8805379867553711,0.7685141563415527,0.9050025939941406,0.7524474859237671,0.8857530951499939,0.7703008651733398,0.8652982711791992,0.7889661192893982,0.9174892902374268,0.8983680605888367,0.8715627789497375,0.9050025939941406,0.8652982711791992,0.8915441989898681,0.8784944891929627,0.013049709796905451,0.7996900081634521,0.7670738697052002,0.7846168279647827,0.7524474859237671,0.7889661192893982,0.77855886220932,0.7619964718818665,0.016562390327453547
1913.0,0.9043634533882141,0.796043872833252,0.9181276559829712,0.8111745119094849,0.8824224472045898,0.7773369550704956,0.9137757420539856,0.7941581010818481,0.8576701879501343,0.7894231081008911,0.8733628988265991,0.8051269054412842,0.8724954724311829,0.7832764387130737,0.9031155705451965,0.7607951164245605,0.892177402973175,0.8031662702560425,0.8683007955551147,0.8274294137954712,0.9181276559829712,0.9137757420539856,0.8733628988265991,0.9031155705451965,0.8683007955551147,0.8953365325927735,0.8818257927894593,0.013510739803314187,0.8111745119094849,0.7941581010818481,0.8051269054412842,0.7607951164245605,0.8274294137954712,0.7997368097305297,0.789849328994751,0.00988748073577872
1914.0,0.8937476277351379,0.767643392086029,0.9170014262199402,0.7967065572738647,0.8612939119338989,0.6936970353126526,0.9054309129714966,0.7664412260055542,0.879261314868927,0.7674056887626648,0.8775237798690796,0.7812833786010742,0.8813371658325195,0.7866983413696289,0.9104012846946716,0.7589539289474487,0.8791990280151367,0.7798035740852356,0.8744280338287354,0.814638078212738,0.9170014262199402,0.9054309129714966,0.8775237798690796,0.9104012846946716,0.8744280338287354,0.8969570875167847,0.8789678096771241,0.017989277839660645,0.7967065572738647,0.7664412260055542,0.7812833786010742,0.7589539289474487,0.814638078212738,0.7836046338081359,0.7590496063232421,0.0245550274848938
1915.0,0.9178624749183655,0.8320600390434265,0.9292528033256531,0.8241083025932312,0.8828625679016113,0.7959359884262085,0.9088099002838135,0.7933486104011536,0.8864662647247314,0.8032578229904175,0.8849033117294312,0.8100589513778687,0.89140784740448,0.7980380058288574,0.9208109378814697,0.8075532913208008,0.9108209609985352,0.8366119861602783,0.8845310211181641,0.8322834968566895,0.9292528033256531,0.9088099002838135,0.8849033117294312,0.9208109378814697,0.8845310211181641,0.9056615948677063,0.8978840231895446,0.007777571678161621,0.8241083025932312,0.7933486104011536,0.8100589513778687,0.8075532913208008,0.8322834968566895,0.8134705305099488,0.8131807684898377,0.0002897620201111062
1916.0,0.8929916024208069,0.7845276594161987,0.9137808680534363,0.8015961050987244,0.8745154142379761,0.756950855255127,0.8938792943954468,0.7660061120986938,0.864490270614624,0.7686408162117004,0.8789916038513184,0.7872774600982666,0.8805229663848877,0.7946356534957886,0.9144344329833984,0.7776801586151123,0.8794823288917542,0.7997828125953674,0.8670721054077148,0.8158106803894043,0.9137808680534363,0.8938792943954468,0.8789916038513184,0.9144344329833984,0.8670721054077148,0.893631660938263,0.8784005165100097,0.01523114442825324,0.8015961050987244,0.7660061120986938,0.7872774600982666,0.7776801586151123,0.8158106803894043,0.7896741032600403,0.7809075593948365,0.008766543865203813
1917.0,0.8870342969894409,0.780436635017395,0.9107271432876587,0.7980583906173706,0.838054895401001,0.746271014213562,0.8906175494194031,0.7675970196723938,0.8487266898155212,0.7666876316070557,0.8628835678100586,0.7823240756988525,0.8773320913314819,0.7756626009941101,0.9042383432388306,0.7608031034469604,0.8773327469825745,0.7956364750862122,0.8655569553375244,0.8175485730171204,0.9107271432876587,0.8906175494194031,0.8628835678100586,0.9042383432388306,0.8655569553375244,0.886804711818695,0.8656961441040039,0.021108567714691162,0.7980583906173706,0.7675970196723938,0.7823240756988525,0.7608031034469604,0.8175485730171204,0.7852662324905395,0.772938871383667,0.012327361106872492
1918.0,0.8855814337730408,0.7867117524147034,0.9032175540924072,0.8070026636123657,0.8227664232254028,0.7417255640029907,0.8929736614227295,0.7816594243049622,0.8432716727256775,0.7791486978530884,0.8588656187057495,0.7868472337722778,0.8812219500541687,0.7930095791816711,0.9004722237586975,0.7724891901016235,0.8713998794555664,0.8124463558197021,0.8437761068344116,0.8161278367042542,0.9032175540924072,0.8929736614227295,0.8588656187057495,0.9004722237586975,0.8437761068344116,0.879861032962799,0.8608482718467713,0.019012761116027788,0.8070026636123657,0.7816594243049622,0.7868472337722778,0.7724891901016235,0.8161278367042542,0.7928252696990967,0.7826083898544312,0.010216879844665572
1919.0,0.889597475528717,0.7849922180175781,0.9085559248924255,0.8111538887023926,0.8548153042793274,0.7487848997116089,0.9105821847915649,0.7860571146011353,0.8603823184967041,0.7654939889907837,0.8783713579177856,0.7992673516273499,0.8757418394088745,0.7946438193321228,0.9025942087173462,0.7617471218109131,0.8826671242713928,0.8103890419006348,0.8788333535194397,0.8317911624908447,0.9085559248924255,0.9105821847915649,0.8783713579177856,0.9025942087173462,0.8788333535194397,0.8957874059677124,0.8726408123970032,0.02314659357070925,0.8111538887023926,0.7860571146011353,0.7992673516273499,0.7617471218109131,0.8317911624908447,0.798003327846527,0.7808607935905456,0.017142534255981445
1920.0,0.911837100982666,0.8142787218093872,0.9071061015129089,0.8233262300491333,0.8582078814506531,0.7458980679512024,0.9036890268325806,0.7872478365898132,0.8757705688476562,0.7779008746147156,0.8781945705413818,0.7878050208091736,0.8794513940811157,0.7921285629272461,0.9071048498153687,0.773052453994751,0.8998929262161255,0.8253182768821716,0.874821662902832,0.8287112712860107,0.9071061015129089,0.9036890268325806,0.8781945705413818,0.9071048498153687,0.874821662902832,0.8941832423210144,0.8850319743156433,0.009151268005371138,0.8233262300491333,0.7872478365898132,0.7878050208091736,0.773052453994751,0.8287112712860107,0.8000285625457764,0.7911049008369446,0.008923661708831743
1921.0,0.9078764915466309,0.8277542591094971,0.9138095378875732,0.8337085247039795,0.8641793727874756,0.7718179821968079,0.9104158282279968,0.7880048751831055,0.8705196380615234,0.798384428024292,0.8654885292053223,0.7977234125137329,0.8903087377548218,0.8083289861679077,0.905880331993103,0.7857520580291748,0.8747779726982117,0.8227627277374268,0.8657457828521729,0.8304394483566284,0.9138095378875732,0.9104158282279968,0.8654885292053223,0.905880331993103,0.8657457828521729,0.8922680020332336,0.8815324425697326,0.010735559463501021,0.8337085247039795,0.7880048751831055,0.7977234125137329,0.7857520580291748,0.8304394483566284,0.8071256637573242,0.8058096766471863,0.0013159871101379172
1922.0,0.8798788785934448,0.7966440916061401,0.9085245132446289,0.8261455297470093,0.8601636290550232,0.7451948523521423,0.9023464918136597,0.7842833995819092,0.855588436126709,0.7696216106414795,0.8657031655311584,0.7886340618133545,0.8837357759475708,0.7932459115982056,0.8976885676383972,0.7721501588821411,0.8626161813735962,0.7873855829238892,0.8550541400909424,0.8170680403709412,0.9085245132446289,0.9023464918136597,0.8657031655311584,0.8976885676383972,0.8550541400909424,0.8858633756637573,0.8683965802192688,0.01746679544448848,0.8261455297470093,0.7842833995819092,0.7886340618133545,0.7721501588821411,0.8170680403709412,0.797656238079071,0.7784184098243714,0.019237828254699663
1923.0,0.9156518578529358,0.8069084286689758,0.933917224407196,0.833223283290863,0.8815031051635742,0.768921971321106,0.9189866781234741,0.8052105903625488,0.8886556029319763,0.8099765777587891,0.892778754234314,0.8330105543136597,0.8872435688972473,0.7905146479606628,0.9269576072692871,0.7713821530342102,0.8947041630744934,0.8255826234817505,0.8693171739578247,0.8432651162147522,0.933917224407196,0.9189866781234741,0.892778754234314,0.9269576072692871,0.8693171739578247,0.9083914875984191,0.8935516595840454,0.01483982801437378,0.833223283290863,0.8052105903625488,0.8330105543136597,0.7713821530342102,0.8432651162147522,0.8172183394432068,0.8003808498382569,0.016837489604949907
1924.0,0.9178569316864014,0.794683039188385,0.9221957921981812,0.8059648275375366,0.8789103627204895,0.7347533702850342,0.9154777526855469,0.7711206078529358,0.8842005729675293,0.7729840278625488,0.8932403326034546,0.7893962264060974,0.8910642862319946,0.7779176235198975,0.9152048826217651,0.7484240531921387,0.8849893808364868,0.7876583337783813,0.8817088603973389,0.8307384848594666,0.9221957921981812,0.9154777526855469,0.8932403326034546,0.9152048826217651,0.8817088603973389,0.9055655241012573,0.8914043068885803,0.014161217212677046,0.8059648275375366,0.7711206078529358,0.7893962264060974,0.7484240531921387,0.8307384848594666,0.789128839969635,0.7735992789268493,0.015529561042785689
1925.0,0.9254262447357178,0.829043984413147,0.9232925176620483,0.8423067331314087,0.9074337482452393,0.7825438976287842,0.9168970584869385,0.8071309328079224,0.8998578786849976,0.7885803580284119,0.8997493982315063,0.8176522850990295,0.8898680806159973,0.785106897354126,0.922392725944519,0.7960307598114014,0.9147759079933167,0.8285059928894043,0.8945010900497437,0.8501213788986206,0.9232925176620483,0.9168970584869385,0.8997493982315063,0.922392725944519,0.8945010900497437,0.9113665580749511,0.9074723720550537,0.0038941860198974387,0.8423067331314087,0.8071309328079224,0.8176522850990295,0.7960307598114014,0.8501213788986206,0.8226484179496765,0.8027562260627746,0.019892191886901833
1926.0,0.8869298696517944,0.7669485807418823,0.902760922908783,0.7954654097557068,0.8665286302566528,0.7162312269210815,0.9144007563591003,0.758812427520752,0.8653665781021118,0.7370897531509399,0.8729747533798218,0.766329288482666,0.854324996471405,0.7539558410644531,0.8954680562019348,0.7365665435791016,0.8515837788581848,0.7578632831573486,0.8698482513427734,0.8053015470504761,0.902760922908783,0.9144007563591003,0.8729747533798218,0.8954680562019348,0.8698482513427734,0.8910905480384826,0.8649467706680298,0.026143777370452814,0.7954654097557068,0.758812427520752,0.766329288482666,0.7365665435791016,0.8053015470504761,0.7724950432777404,0.7464177370071411,0.026077306270599343
1927.0,0.9237741231918335,0.8217111825942993,0.9291144609451294,0.8492441177368164,0.8952270746231079,0.7687556743621826,0.9183106422424316,0.8006976842880249,0.9070433378219604,0.7844797968864441,0.8980010747909546,0.8103905320167542,0.9074546098709106,0.7945488691329956,0.9077885150909424,0.7661570310592651,0.9139286279678345,0.8033424615859985,0.8835576772689819,0.8460952043533325,0.9291144609451294,0.9183106422424316,0.8980010747909546,0.9077885150909424,0.8835576772689819,0.907354474067688,0.9094855546951294,-0.002131080627441384,0.8492441177368164,0.8006976842880249,0.8103905320167542,0.7661570310592651,0.8460952043533325,0.8145169138908386,0.794567596912384,0.01994931697845459
1928.0,0.8791832327842712,0.7558715343475342,0.9012022018432617,0.7905972003936768,0.855087161064148,0.6829544305801392,0.8914117813110352,0.7374154329299927,0.8488879203796387,0.7279868721961975,0.8466946482658386,0.7575150728225708,0.8655776977539062,0.7603752017021179,0.893207311630249,0.7207602262496948,0.8678843975067139,0.7499455213546753,0.8395668268203735,0.7963371872901917,0.9012022018432617,0.8914117813110352,0.8466946482658386,0.893207311630249,0.8395668268203735,0.8744165539741516,0.8633240818977356,0.01109247207641606,0.7905972003936768,0.7374154329299927,0.7575150728225708,0.7207602262496948,0.7963371872901917,0.7605250239372253,0.7354267120361329,0.025098311901092463
1929.0,0.8872258067131042,0.7809120416641235,0.9208818674087524,0.8180966973304749,0.8694023489952087,0.7396490573883057,0.9197872281074524,0.7753594517707825,0.8472328782081604,0.7264723777770996,0.8747279047966003,0.7711989879608154,0.8595532774925232,0.7532120943069458,0.8961162567138672,0.7284566760063171,0.8656774759292603,0.7826331853866577,0.8540048003196716,0.8135364055633545,0.9208818674087524,0.9197872281074524,0.8747279047966003,0.8961162567138672,0.8540048003196716,0.8931036114692688,0.8658183574676513,0.02728525400161741,0.8180966973304749,0.7753594517707825,0.7711989879608154,0.7284566760063171,0.8135364055633545,0.7813296437263488,0.7565757513046265,0.024753892421722323
1930.0,0.8798174262046814,0.7762216329574585,0.8907572031021118,0.8001681566238403,0.8684282302856445,0.7373088598251343,0.9061777591705322,0.7651944756507874,0.840693473815918,0.7310360670089722,0.8585801124572754,0.772248387336731,0.8416852951049805,0.7485554814338684,0.9008345603942871,0.7395070791244507,0.8639532327651978,0.7738797664642334,0.8456208109855652,0.8121281862258911,0.8907572031021118,0.9061777591705322,0.8585801124572754,0.9008345603942871,0.8456208109855652,0.8803940892219544,0.8589155316352844,0.021478557586669944,0.8001681566238403,0.7651944756507874,0.772248387336731,0.7395070791244507,0.8121281862258911,0.7778492569923401,0.7534003615379333,0.02444889545440676
1931.0,0.9073758125305176,0.8094539642333984,0.902567446231842,0.8150756359100342,0.8760176301002502,0.7380918264389038,0.9060257077217102,0.7792835235595703,0.8824722766876221,0.7672864198684692,0.887255847454071,0.8048964738845825,0.8785427212715149,0.7748647332191467,0.8986241817474365,0.7527395486831665,0.8904906511306763,0.7893043160438538,0.8705340027809143,0.823689341545105,0.902567446231842,0.9060257077217102,0.887255847454071,0.8986241817474365,0.8705340027809143,0.8930014371871948,0.8869798183441162,0.006021618843078613,0.8150756359100342,0.7792835235595703,0.8048964738845825,0.7527395486831665,0.823689341545105,0.7951369047164917,0.7758002519607544,0.01933665275573726
1932.0,0.8407701849937439,0.7516603469848633,0.8660751581192017,0.763991117477417,0.8223685026168823,0.6905760169029236,0.8699399828910828,0.7275038957595825,0.8225943446159363,0.7241621017456055,0.835254430770874,0.7633700966835022,0.8171801567077637,0.7208725810050964,0.8692498207092285,0.715700626373291,0.8159384727478027,0.7627692818641663,0.8099252581596375,0.7930150628089905,0.8660751581192017,0.8699399828910828,0.835254430770874,0.8692498207092285,0.8099252581596375,0.8500889301300049,0.8237703323364258,0.026318597793579035,0.763991117477417,0.7275038957595825,0.7633700966835022,0.715700626373291,0.7930150628089905,0.7527161598205566,0.730008065700531,0.022708094120025613
1933.0,0.8604822754859924,0.7547041773796082,0.8828174471855164,0.7740135788917542,0.8389559984207153,0.7170248031616211,0.8797593712806702,0.7499498128890991,0.8457733392715454,0.752941370010376,0.8399953842163086,0.7675431966781616,0.8467686176300049,0.7405632734298706,0.8772850632667542,0.707365095615387,0.843590497970581,0.7633763551712036,0.8211522102355957,0.8099102973937988,0.8828174471855164,0.8797593712806702,0.8399953842163086,0.8772850632667542,0.8211522102355957,0.860201895236969,0.8471141457557678,0.013087749481201172,0.7740135788917542,0.7499498128890991,0.7675431966781616,0.707365095615387,0.8099102973937988,0.7617563962936401,0.7457219958305359,0.016034400463104226
1934.0,0.8585911989212036,0.7706793546676636,0.8874328136444092,0.7993446588516235,0.8391979932785034,0.7036688327789307,0.8821035623550415,0.7527340650558472,0.8356594443321228,0.7427580952644348,0.8402975797653198,0.7740741968154907,0.8253035545349121,0.7100182771682739,0.8737903833389282,0.7167982459068298,0.8222715854644775,0.7547659873962402,0.7993216514587402,0.7920868396759033,0.8874328136444092,0.8821035623550415,0.8402975797653198,0.8737903833389282,0.7993216514587402,0.8565891981124878,0.8362047553062439,0.020384442806243852,0.7993446588516235,0.7527340650558472,0.7740741968154907,0.7167982459068298,0.7920868396759033,0.7670076012611389,0.7363781094551086,0.03062949180603025
1935.0,0.8663851022720337,0.7589833736419678,0.8869428634643555,0.7890446186065674,0.8377411961555481,0.6944664716720581,0.8867639303207397,0.7265119552612305,0.8225758671760559,0.7203381061553955,0.8411887884140015,0.7484331130981445,0.8277230262756348,0.7214750051498413,0.8655517101287842,0.6866826415061951,0.818734884262085,0.7340812683105469,0.8308950662612915,0.809686541557312,0.8869428634643555,0.8867639303207397,0.8411887884140015,0.8655517101287842,0.8308950662612915,0.8622684717178345,0.8346320152282715,0.027636456489563033,0.7890446186065674,0.7265119552612305,0.7484331130981445,0.6866826415061951,0.809686541557312,0.7520717740058899,0.7258688449859619,0.026202929019927934
1936.0,0.8780956268310547,0.758612334728241,0.9038240909576416,0.7925205826759338,0.8507435917854309,0.6799547076225281,0.9086186289787292,0.7471253871917725,0.839031457901001,0.7182263135910034,0.8531287908554077,0.7643342018127441,0.8478137254714966,0.7264301776885986,0.8964717984199524,0.6991486549377441,0.8473103046417236,0.7496837377548218,0.8287053108215332,0.8043627738952637,0.9038240909576416,0.9086186289787292,0.8531287908554077,0.8964717984199524,0.8287053108215332,0.8781497240066528,0.8525989413261413,0.025550782680511475,0.7925205826759338,0.7471253871917725,0.7643342018127441,0.6991486549377441,0.8043627738952637,0.7614983201026917,0.7265814542770386,0.03491686582565312
1937.0,0.863693356513977,0.7478317618370056,0.8920869827270508,0.779342532157898,0.8668801784515381,0.7185155153274536,0.8993757963180542,0.7388759851455688,0.8489188551902771,0.7246294617652893,0.8715313076972961,0.7481419444084167,0.8438741564750671,0.7054660320281982,0.8729968070983887,0.6864792108535767,0.8587148785591125,0.7370588779449463,0.8354005813598633,0.7890724539756775,0.8920869827270508,0.8993757963180542,0.8715313076972961,0.8729968070983887,0.8354005813598633,0.8742782950401307,0.8564162850379944,0.017862010002136275,0.779342532157898,0.7388759851455688,0.7481419444084167,0.6864792108535767,0.7890724539756775,0.7483824253082275,0.7267003297805786,0.02168209552764888
1938.0,0.8412588834762573,0.7397437691688538,0.9005100131034851,0.7958097457885742,0.8527897596359253,0.7180391550064087,0.8917804956436157,0.7417684197425842,0.8497450351715088,0.7344177961349487,0.8697516918182373,0.7679780125617981,0.8340097665786743,0.7199983596801758,0.8662068247795105,0.6959255933761597,0.8370177149772644,0.7438627481460571,0.8570153117179871,0.7987035512924194,0.9005100131034851,0.8917804956436157,0.8697516918182373,0.8662068247795105,0.8570153117179871,0.8770528674125672,0.842964231967926,0.034088635444641135,0.7958097457885742,0.7417684197425842,0.7679780125617981,0.6959255933761597,0.7987035512924194,0.7600370645523071,0.7312123656272889,0.028824698925018266
1939.0,0.8421264886856079,0.7414616346359253,0.8766745328903198,0.7892857789993286,0.8406481742858887,0.7252212166786194,0.8866178393363953,0.7300869226455688,0.8325322866439819,0.7261930704116821,0.866874098777771,0.7693608403205872,0.8317772150039673,0.7160466909408569,0.8655213117599487,0.7045459747314453,0.8425198793411255,0.7550814747810364,0.8285259008407593,0.8237804174423218,0.8766745328903198,0.8866178393363953,0.866874098777771,0.8655213117599487,0.8285259008407593,0.8648427367210388,0.8379208087921143,0.02692192792892456,0.7892857789993286,0.7300869226455688,0.7693608403205872,0.7045459747314453,0.8237804174423218,0.7634119868278504,0.732800817489624,0.030611169338226385
